# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503170357
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_1206176_3-164	OTHER	0.032982	0.001353	0.073320	0.892345	
megahit_1207022_239-1093	OTHER	0.226607	0.149376	0.043657	0.580360	
megahit_1207611_3-482	OTHER	0.072388	0.004259	0.002601	0.920752	
megahit_1207719_163-1311	OTHER	0.004030	0.000221	0.000311	0.995438	
megahit_1208276_12-1433	OTHER	0.298209	0.202915	0.029446	0.469430	
megahit_1208396_3-401	OTHER	0.010603	0.131599	0.001481	0.856316	
megahit_1208785_2-715	OTHER	0.061799	0.007718	0.004230	0.926253	
megahit_1208955_1-474	OTHER	0.015289	0.004051	0.005903	0.974757	
megahit_1209686_51-365	OTHER	0.006622	0.009545	0.005982	0.977851	
megahit_1209715_117-1145	SP(Sec/SPI)	0.992251	0.001487	0.004331	0.001932	CS pos: 25-26. AAA-DD. Pr: 0.8933
megahit_1209715_1186-2241	SP(Sec/SPI)	0.938963	0.011374	0.010054	0.039609	CS pos: 36-37. VSA-QD. Pr: 0.8859
megahit_1210278_2-913	OTHER	0.004948	0.003828	0.000387	0.990838	
megahit_1210592_2-1072	SP(Sec/SPI)	0.908722	0.000793	0.079783	0.010702	CS pos: 23-24. GHA-QT. Pr: 0.8952
megahit_1211127_3-758	OTHER	0.004263	0.001295	0.000957	0.993485	
megahit_1211166_3-791	OTHER	0.011157	0.005954	0.001405	0.981484	
megahit_1211183_1-516	OTHER	0.060299	0.165511	0.013078	0.761112	
megahit_1211298_1-507	OTHER	0.297187	0.003598	0.051597	0.647617	
megahit_1211337_1-2016	OTHER	0.073876	0.010434	0.008124	0.907565	
megahit_1212678_1-708	OTHER	0.313864	0.030037	0.015592	0.640507	
megahit_1213082_3-614	OTHER	0.108639	0.044960	0.091016	0.755385	
megahit_1213164_19-1113	OTHER	0.007302	0.012042	0.000823	0.979833	
megahit_1213171_3-887	OTHER	0.014290	0.001628	0.005660	0.978422	
megahit_1213184_2-865	OTHER	0.122955	0.079719	0.006296	0.791030	
megahit_1213618_74-901	SP(Sec/SPI)	0.997821	0.000320	0.001343	0.000516	CS pos: 25-26. AHG-AS. Pr: 0.7396
megahit_1214430_2-988	OTHER	0.021738	0.000675	0.004706	0.972881	
megahit_1214787_33-1481	OTHER	0.232245	0.018701	0.007059	0.741995	
megahit_1215091_652-1107	OTHER	0.010109	0.000697	0.001277	0.987917	
megahit_1215465_3-815	OTHER	0.004748	0.017008	0.000556	0.977689	
megahit_1215798_134-1411	OTHER	0.091525	0.006160	0.020080	0.882235	
megahit_1216990_267-776	OTHER	0.003632	0.005843	0.000530	0.989995	
megahit_1217020_2-826	OTHER	0.004700	0.001950	0.000952	0.992397	
megahit_1217256_835-2292	SP(Sec/SPI)	0.966146	0.000707	0.028381	0.004767	CS pos: 24-25. GYA-QE. Pr: 0.9563
megahit_1217892_131-718	OTHER	0.004211	0.001747	0.000501	0.993541	
megahit_1217892_757-1248	OTHER	0.007773	0.001909	0.005706	0.984612	
megahit_1218004_2-415	OTHER	0.014850	0.001657	0.003651	0.979842	
megahit_1218086_3-905	OTHER	0.074265	0.003068	0.017536	0.905130	
megahit_1218158_109-1248	OTHER	0.031003	0.077635	0.004544	0.886818	
megahit_1218159_635-1438	OTHER	0.006080	0.001358	0.004238	0.988323	
megahit_1218160_109-1713	OTHER	0.031003	0.077635	0.004544	0.886818	
megahit_1218160_1855-2928	OTHER	0.005304	0.038729	0.000455	0.955512	
megahit_1218160_2925-4538	OTHER	0.005218	0.002565	0.001176	0.991041	
megahit_1218160_4595-5398	OTHER	0.006080	0.001358	0.004238	0.988323	
megahit_1218456_2-562	OTHER	0.002303	0.000170	0.003017	0.994509	
megahit_1218516_266-937	OTHER	0.006064	0.000883	0.001998	0.991055	
megahit_1219109_2-895	TAT(Tat/SPI)	0.003036	0.988483	0.000905	0.007576	CS pos: 56-57. ALA-RG. Pr: 0.8121
megahit_1219110_2-697	TAT(Tat/SPI)	0.003036	0.988483	0.000905	0.007576	CS pos: 56-57. ALA-RG. Pr: 0.8121
megahit_1219337_189-317	OTHER	0.011676	0.002102	0.003110	0.983111	
megahit_1219694_485-1405	OTHER	0.015553	0.054824	0.001436	0.928187	
megahit_1220273_2-577	TAT(Tat/SPI)	0.000906	0.998621	0.000182	0.000291	CS pos: 40-41. ANA-AK. Pr: 0.9286
megahit_1220275_3-563	OTHER	0.013984	0.001964	0.001624	0.982428	
megahit_1220285_215-841	OTHER	0.006981	0.035390	0.001214	0.956416	
megahit_1220354_55-573	OTHER	0.012186	0.005260	0.001311	0.981243	
megahit_1220439_3-2447	OTHER	0.020108	0.023552	0.002767	0.953573	
megahit_1220536_364-1338	OTHER	0.008134	0.002346	0.004168	0.985353	
megahit_1220536_1427-2335	SP(Sec/SPI)	0.970083	0.026194	0.003172	0.000552	CS pos: 26-27. AAA-QD. Pr: 0.9516
megahit_1220540_38-919	OTHER	0.011426	0.003698	0.001682	0.983194	
megahit_1220892_2-940	OTHER	0.008583	0.014750	0.001657	0.975011	
megahit_1221118_2-214	OTHER	0.002890	0.003861	0.000486	0.992764	
megahit_1221171_3-698	OTHER	0.111451	0.015935	0.020828	0.851786	
megahit_1222074_231-590	SP(Sec/SPI)	0.958051	0.000957	0.025745	0.015248	CS pos: 20-21. ATA-HH. Pr: 0.7108
megahit_1222074_656-1393	SP(Sec/SPI)	0.993232	0.004764	0.000691	0.001313	CS pos: 27-28. VQA-AE. Pr: 0.9930
megahit_1222074_1566-1742	OTHER	0.049535	0.012262	0.009162	0.929041	
megahit_1222261_3-353	OTHER	0.210274	0.010119	0.004395	0.775212	
megahit_1222377_2-523	OTHER	0.003300	0.010094	0.000462	0.986144	
megahit_1223293_1-1230	OTHER	0.219805	0.011595	0.041139	0.727461	
megahit_1223455_1-315	OTHER	0.020664	0.001158	0.001145	0.977033	
megahit_1223576_43-402	OTHER	0.012092	0.009128	0.001446	0.977335	
megahit_1223632_1-522	OTHER	0.003526	0.001291	0.000808	0.994375	
megahit_1223715_1-213	OTHER	0.102097	0.006411	0.012471	0.879020	
megahit_1223917_113-1243	SP(Sec/SPI)	0.997631	0.000346	0.001286	0.000737	CS pos: 22-23. VQA-AL. Pr: 0.9734
megahit_1224120_109-324	OTHER	0.033141	0.004351	0.085549	0.876959	
megahit_1224754_1-285	SP(Sec/SPI)	0.577830	0.392242	0.001504	0.028425	CS pos: 55-56. AQA-QV. Pr: 0.8881
megahit_1225082_179-841	OTHER	0.003555	0.002689	0.000574	0.993183	
megahit_1225121_1-729	OTHER	0.020723	0.002401	0.015202	0.961674	
megahit_1225121_695-2029	OTHER	0.007855	0.000202	0.002637	0.989306	
megahit_1225121_2026-2601	LIPO(Sec/SPII)	0.058290	0.000977	0.543917	0.396817	CS pos: 15-16. LLG-CL. Pr: 0.5229
megahit_1225123_142-717	LIPO(Sec/SPII)	0.058290	0.000977	0.543917	0.396817	CS pos: 15-16. LLG-CL. Pr: 0.5229
megahit_1225146_100-678	OTHER	0.067819	0.031945	0.012783	0.887453	
megahit_1225162_195-1517	OTHER	0.000968	0.000242	0.000131	0.998659	
megahit_1225162_1727-2476	OTHER	0.004226	0.001668	0.000870	0.993236	
megahit_1225280_3-980	OTHER	0.007302	0.003566	0.000586	0.988545	
megahit_1225462_3-1127	LIPO(Sec/SPII)	0.003013	0.000940	0.995460	0.000587	CS pos: 20-21. LSA-CD. Pr: 0.9968
megahit_1225522_2-1060	SP(Sec/SPI)	0.790169	0.001631	0.009580	0.198620	CS pos: 18-19. AQA-YF. Pr: 0.4324
megahit_1225523_2-3202	SP(Sec/SPI)	0.790169	0.001631	0.009580	0.198620	CS pos: 18-19. AQA-YF. Pr: 0.4324
megahit_1225681_1-654	OTHER	0.015074	0.001865	0.002375	0.980687	
megahit_1226032_248-655	OTHER	0.013109	0.000796	0.002998	0.983097	
megahit_1226132_171-935	OTHER	0.010820	0.002540	0.003261	0.983379	
megahit_1226247_312-674	OTHER	0.017792	0.000842	0.014232	0.967133	
megahit_1226247_701-1402	OTHER	0.014191	0.002328	0.001938	0.981543	
megahit_1226247_1395-1877	TAT(Tat/SPI)	0.109465	0.458388	0.004195	0.427953	CS pos: 32-33. VNA-SP. Pr: 0.4757
megahit_1227302_1-669	LIPO(Sec/SPII)	0.001250	0.000225	0.989734	0.008791	CS pos: 26-27. LTG-CE. Pr: 0.9908
megahit_1227355_116-310	OTHER	0.032600	0.058114	0.007625	0.901662	
megahit_1227367_1-789	OTHER	0.040686	0.057181	0.207385	0.694748	
megahit_1227383_1-684	OTHER	0.350909	0.001087	0.017559	0.630445	
megahit_1227452_437-868	OTHER	0.004002	0.005132	0.001093	0.989774	
megahit_1227939_264-779	OTHER	0.003165	0.000890	0.001136	0.994808	
megahit_1228336_91-834	OTHER	0.009417	0.000846	0.001078	0.988659	
megahit_1228354_1-852	OTHER	0.039621	0.008242	0.007676	0.944461	
megahit_1228467_159-542	SP(Sec/SPI)	0.999335	0.000148	0.000409	0.000109	CS pos: 23-24. AQA-AE. Pr: 0.9908
megahit_1228467_621-1433	OTHER	0.002954	0.000679	0.000694	0.995673	
megahit_1228511_3-1517	OTHER	0.015460	0.008048	0.003369	0.973123	
megahit_1229732_31-282	OTHER	0.185720	0.006307	0.042369	0.765604	
megahit_1229866_246-797	OTHER	0.334742	0.003495	0.150127	0.511636	
megahit_1229867_31-459	LIPO(Sec/SPII)	0.002264	0.000095	0.997109	0.000532	CS pos: 19-20. LIG-CK. Pr: 0.9979
megahit_1230924_1-330	OTHER	0.025247	0.039427	0.002339	0.932987	
megahit_1231430_36-506	OTHER	0.008980	0.004799	0.001232	0.984989	
megahit_1231439_166-681	OTHER	0.003679	0.001481	0.000908	0.993933	
megahit_1231453_157-1248	OTHER	0.001470	0.000372	0.000239	0.997919	
megahit_1231494_175-783	OTHER	0.004883	0.005489	0.000701	0.988927	
megahit_1231681_3-602	OTHER	0.051179	0.009943	0.006745	0.932132	
megahit_1231900_1-474	SP(Sec/SPI)	0.991931	0.002727	0.002811	0.002531	CS pos: 23-24. AAA-DR. Pr: 0.5149
megahit_1231900_516-2051	SP(Sec/SPI)	0.605350	0.023383	0.342976	0.028291	CS pos: 35-36. STA-AP. Pr: 0.3412
megahit_1232153_1-270	OTHER	0.020839	0.207249	0.009887	0.762024	
megahit_1232216_237-1673	SP(Sec/SPI)	0.775905	0.000119	0.223646	0.000330	CS pos: 20-21. AQA-KQ. Pr: 0.7678
megahit_1232216_1728-2042	OTHER	0.009792	0.000397	0.001391	0.988419	
megahit_1232718_105-608	LIPO(Sec/SPII)	0.003254	0.000123	0.996303	0.000320	CS pos: 17-18. FTG-CT. Pr: 0.9973
megahit_1233031_3-689	OTHER	0.002545	0.000335	0.000498	0.996622	
megahit_1233092_3-791	OTHER	0.007506	0.039990	0.000936	0.951567	
megahit_1233250_1-237	OTHER	0.011643	0.000442	0.001753	0.986162	
megahit_1233381_114-662	OTHER	0.001041	0.000271	0.000872	0.997816	
megahit_1234260_129-860	OTHER	0.004490	0.001670	0.000829	0.993011	
megahit_1235049_372-959	OTHER	0.007656	0.005903	0.001579	0.984861	
megahit_1235450_58-1209	OTHER	0.024302	0.010439	0.000839	0.964421	
megahit_1235508_2-892	OTHER	0.002091	0.002716	0.000603	0.994590	
megahit_1235533_648-1064	SP(Sec/SPI)	0.957474	0.000558	0.041536	0.000432	CS pos: 21-22. ASA-QS. Pr: 0.8620
megahit_1235624_38-523	OTHER	0.007402	0.001263	0.000834	0.990500	
megahit_1235702_2-706	OTHER	0.003274	0.000459	0.000559	0.995708	
megahit_1235917_1-579	OTHER	0.006448	0.012908	0.002005	0.978639	
megahit_1235922_241-2796	OTHER	0.009217	0.001738	0.005850	0.983195	
megahit_1236063_364-1281	OTHER	0.024612	0.008672	0.005392	0.961324	
megahit_1236408_396-755	OTHER	0.015258	0.009015	0.001912	0.973814	
megahit_1236495_203-673	OTHER	0.011962	0.002366	0.002792	0.982880	
megahit_1236496_3-1430	SP(Sec/SPI)	0.983300	0.012601	0.001151	0.002948	CS pos: 30-31. AYA-AD. Pr: 0.9905
megahit_1236892_707-2104	SP(Sec/SPI)	0.811438	0.001065	0.158613	0.028884	CS pos: 21-22. ATA-RL. Pr: 0.5213
megahit_1237005_1-534	OTHER	0.013847	0.002123	0.013559	0.970471	
megahit_1237166_957-1370	OTHER	0.011553	0.003018	0.002062	0.983367	
megahit_1238198_2-535	OTHER	0.002454	0.000344	0.000456	0.996745	
megahit_1238425_2-574	OTHER	0.005560	0.010995	0.000922	0.982523	
megahit_1238425_603-1115	OTHER	0.007749	0.003870	0.001804	0.986577	
megahit_1238455_1-1764	OTHER	0.123242	0.006470	0.023399	0.846888	
megahit_1238463_31-369	OTHER	0.002998	0.000733	0.000376	0.995893	
megahit_1238487_139-384	OTHER	0.006519	0.001163	0.006020	0.986297	
megahit_1238487_422-616	OTHER	0.007509	0.031063	0.001752	0.959676	
megahit_1238487_621-911	OTHER	0.010297	0.011106	0.003125	0.975471	
megahit_1239153_1-1503	OTHER	0.015176	0.020654	0.010373	0.953797	
megahit_1239582_2-490	OTHER	0.089524	0.025605	0.006269	0.878601	
megahit_1239882_2-550	SP(Sec/SPI)	0.567572	0.001110	0.347653	0.083665	CS pos: 18-19. AQG-FF. Pr: 0.2780
megahit_1240096_3-530	OTHER	0.004249	0.000638	0.000657	0.994456	
megahit_1240229_3-875	OTHER	0.095672	0.051670	0.014648	0.838010	
megahit_1240416_355-1149	SP(Sec/SPI)	0.996856	0.000267	0.001822	0.001055	CS pos: 24-25. AFA-DQ. Pr: 0.9706
megahit_1240552_173-1018	OTHER	0.003158	0.000682	0.000614	0.995547	
megahit_1240876_45-2216	SP(Sec/SPI)	0.991699	0.002285	0.005615	0.000402	CS pos: 24-25. AAA-QN. Pr: 0.9410
megahit_1240877_45-1529	SP(Sec/SPI)	0.991699	0.002285	0.005615	0.000402	CS pos: 24-25. AAA-QN. Pr: 0.9410
megahit_1241200_1-1023	OTHER	0.010818	0.002763	0.001263	0.985156	
megahit_1241204_1-321	OTHER	0.005614	0.002999	0.000882	0.990506	
megahit_1241578_12-479	SP(Sec/SPI)	0.545843	0.004159	0.011366	0.438632	CS pos: 23-24. LQA-DK. Pr: 0.3725
megahit_1241646_2-1615	OTHER	0.046513	0.004903	0.015475	0.933109	
megahit_1241664_1-318	OTHER	0.004547	0.002350	0.000463	0.992641	
megahit_1241664_398-919	OTHER	0.225106	0.001132	0.008509	0.765252	
megahit_1241675_3-1340	SP(Sec/SPI)	0.918335	0.013277	0.027001	0.041387	CS pos: 36-37. AYG-QQ. Pr: 0.8960
megahit_1242197_200-997	SP(Sec/SPI)	0.995182	0.000398	0.003662	0.000758	CS pos: 17-18. ASA-QY. Pr: 0.9700
megahit_1242350_171-611	OTHER	0.009451	0.002209	0.000797	0.987543	
megahit_1242624_2-1279	OTHER	0.274922	0.006374	0.023203	0.695502	
megahit_1242660_199-507	OTHER	0.004983	0.000595	0.000465	0.993957	
megahit_1242660_546-2264	OTHER	0.003179	0.009712	0.000226	0.986884	
megahit_1243889_354-1721	OTHER	0.004993	0.005202	0.000389	0.989416	
megahit_1243903_3-1466	SP(Sec/SPI)	0.489315	0.004617	0.353046	0.153022	CS pos: 33-34. TTC-LN. Pr: 0.1807
megahit_1243904_3-1835	SP(Sec/SPI)	0.489315	0.004617	0.353046	0.153022	CS pos: 33-34. TTC-LN. Pr: 0.1807
megahit_1243905_3-2471	SP(Sec/SPI)	0.489315	0.004617	0.353046	0.153022	CS pos: 33-34. TTC-LN. Pr: 0.1807
megahit_1244524_1-231	OTHER	0.007389	0.001757	0.001880	0.988974	
megahit_1245030_2-1135	OTHER	0.020717	0.014294	0.000520	0.964469	
megahit_1245037_37-384	SP(Sec/SPI)	0.998685	0.000211	0.000660	0.000444	CS pos: 20-21. AYA-DV. Pr: 0.9932
megahit_1245056_2-544	OTHER	0.006752	0.000565	0.000888	0.991795	
megahit_1245083_129-1034	OTHER	0.000961	0.004496	0.000149	0.994394	
megahit_1245304_1-231	OTHER	0.005352	0.007045	0.001943	0.985660	
megahit_1245686_25-1074	OTHER	0.004356	0.003399	0.001064	0.991180	
megahit_1245706_1-549	OTHER	0.092603	0.023107	0.036635	0.847656	
megahit_1245730_297-662	OTHER	0.006546	0.001816	0.000988	0.990650	
megahit_1245862_3-593	OTHER	0.041926	0.004671	0.002189	0.951214	
megahit_1246128_1-732	SP(Sec/SPI)	0.520492	0.103851	0.025240	0.350417	CS pos: 40-41. ANA-AR. Pr: 0.2908
megahit_1246526_1-1053	LIPO(Sec/SPII)	0.002954	0.000069	0.996769	0.000209	CS pos: 24-25. LSS-CG. Pr: 0.9956
megahit_1246820_1-420	OTHER	0.066326	0.001172	0.001153	0.931349	
megahit_1247163_3-620	OTHER	0.020336	0.002498	0.001981	0.975185	
megahit_1248113_3-605	OTHER	0.032732	0.001241	0.007181	0.958847	
megahit_1248243_275-541	OTHER	0.007663	0.008925	0.002449	0.980963	
megahit_1248375_8-847	OTHER	0.015350	0.004233	0.001113	0.979304	
megahit_1249239_3-758	OTHER	0.005136	0.003880	0.000505	0.990480	
megahit_1249278_2-1414	OTHER	0.020206	0.047556	0.005457	0.926781	
megahit_1249306_1-924	OTHER	0.016893	0.001978	0.000892	0.980238	
megahit_1249358_278-892	OTHER	0.034586	0.039743	0.006151	0.919520	
megahit_1249393_3-428	OTHER	0.048760	0.001871	0.005727	0.943642	
megahit_1249489_1-1422	OTHER	0.006778	0.005044	0.000735	0.987443	
megahit_1249489_1419-2168	SP(Sec/SPI)	0.997689	0.000476	0.001127	0.000708	CS pos: 24-25. AQA-QE. Pr: 0.9564
megahit_1249503_20-703	LIPO(Sec/SPII)	0.019852	0.001953	0.974299	0.003896	CS pos: 31-32. AAG-CA. Pr: 0.9791
megahit_1249924_3-731	OTHER	0.001909	0.000455	0.000243	0.997393	
megahit_1249988_473-1783	SP(Sec/SPI)	0.933856	0.002599	0.035791	0.027755	CS pos: 25-26. ASA-GW. Pr: 0.8072
megahit_1250119_3-1202	OTHER	0.004617	0.003070	0.000990	0.991323	
megahit_1250940_247-420	OTHER	0.002276	0.001089	0.000647	0.995988	
megahit_1251602_594-1157	SP(Sec/SPI)	0.987733	0.000503	0.010253	0.001510	CS pos: 21-22. GYA-QP. Pr: 0.9273
megahit_1252891_3-230	OTHER	0.046350	0.069633	0.053868	0.830150	
megahit_1253079_1-192	OTHER	0.014794	0.035910	0.002058	0.947238	
megahit_1253609_43-960	OTHER	0.004343	0.003055	0.001507	0.991095	
megahit_1253713_1-102	OTHER	0.027517	0.020993	0.011508	0.939982	
megahit_1253713_205-366	OTHER	0.028177	0.008898	0.008632	0.954293	
megahit_1254599_7-309	OTHER	0.006510	0.015093	0.001751	0.976646	
megahit_1255134_2-817	OTHER	0.203215	0.160954	0.038966	0.596864	
megahit_1255960_1773-2681	OTHER	0.030592	0.000420	0.005896	0.963093	
megahit_1255960_2683-3732	OTHER	0.013170	0.001676	0.003133	0.982021	
megahit_1255960_3735-4823	OTHER	0.010844	0.004386	0.007183	0.977588	
megahit_1255960_4823-5524	OTHER	0.018123	0.001902	0.002595	0.977380	
megahit_1256144_1-669	OTHER	0.017039	0.000611	0.005388	0.976961	
megahit_1256788_329-721	LIPO(Sec/SPII)	0.168950	0.130367	0.539436	0.161247	CS pos: 41-42. LGG-CA. Pr: 0.5262
megahit_1258501_18-389	OTHER	0.014187	0.003084	0.002311	0.980418	
megahit_1258721_3-509	OTHER	0.007362	0.002209	0.000740	0.989688	
megahit_1259700_3-2807	OTHER	0.006080	0.000570	0.001522	0.991828	
megahit_1259863_2-319	OTHER	0.004892	0.001443	0.000838	0.992828	
megahit_1260615_2-1000	OTHER	0.007587	0.000981	0.000577	0.990856	
megahit_1260859_2-607	SP(Sec/SPI)	0.997585	0.001272	0.000845	0.000297	CS pos: 28-29. VYA-DY. Pr: 0.9794
megahit_1261548_3-590	OTHER	0.006639	0.001847	0.005634	0.985880	
megahit_1262383_849-1418	OTHER	0.013511	0.002543	0.002607	0.981339	
megahit_1262413_1-915	OTHER	0.008278	0.001747	0.002957	0.987018	
megahit_1262663_3-500	SP(Sec/SPI)	0.832104	0.117874	0.007659	0.042363	CS pos: 46-47. ASA-TD. Pr: 0.8107
megahit_1264175_1-666	OTHER	0.007099	0.001102	0.001361	0.990438	
megahit_1264205_3-737	OTHER	0.026096	0.048980	0.009528	0.915396	
megahit_1264514_62-568	OTHER	0.002215	0.003806	0.000300	0.993679	
megahit_1264634_761-1156	OTHER	0.007547	0.027076	0.001631	0.963745	
megahit_1265972_3-509	OTHER	0.002757	0.002652	0.001190	0.993401	
megahit_1266527_173-364	OTHER	0.002681	0.008341	0.000446	0.988533	
megahit_1267458_3-1037	OTHER	0.022784	0.010352	0.066977	0.899887	
megahit_1267466_26-511	OTHER	0.004421	0.002310	0.000538	0.992731	
megahit_1267499_1-1269	OTHER	0.005669	0.004190	0.000771	0.989370	
megahit_1267630_384-845	OTHER	0.005679	0.008319	0.000930	0.985072	
megahit_1267713_3-578	OTHER	0.040649	0.020423	0.087160	0.851768	
megahit_1267871_230-1216	OTHER	0.107490	0.000414	0.010455	0.881641	
megahit_1267932_78-4397	OTHER	0.018816	0.002069	0.002585	0.976530	
megahit_1268073_2-448	SP(Sec/SPI)	0.565265	0.407137	0.016927	0.010671	CS pos: 28-29. AAA-QN. Pr: 0.7600
megahit_1268078_120-791	OTHER	0.006223	0.001706	0.000323	0.991748	
megahit_1268096_3-692	OTHER	0.021076	0.005995	0.003242	0.969687	
megahit_1268096_689-1189	OTHER	0.004573	0.001429	0.001419	0.992579	
megahit_1268134_556-1740	SP(Sec/SPI)	0.985593	0.000391	0.011722	0.002295	CS pos: 20-21. ANA-QF. Pr: 0.9637
megahit_1268158_31-993	OTHER	0.013016	0.010354	0.002795	0.973835	
megahit_1268543_3-593	SP(Sec/SPI)	0.957557	0.000677	0.020429	0.021337	CS pos: 22-23. LFA-SP. Pr: 0.8747
megahit_1268761_2-685	SP(Sec/SPI)	0.992670	0.000101	0.006861	0.000369	CS pos: 19-20. SQA-QE. Pr: 0.9791
megahit_1268949_2-1258	OTHER	0.008184	0.001612	0.003265	0.986940	
megahit_1269127_24-965	SP(Sec/SPI)	0.985073	0.014097	0.000444	0.000386	CS pos: 34-35. VHA-AE. Pr: 0.9842
megahit_1269718_2-697	OTHER	0.009820	0.001288	0.001830	0.987062	
megahit_1269799_19-777	SP(Sec/SPI)	0.995485	0.000874	0.001620	0.002020	CS pos: 21-22. AKA-DM. Pr: 0.9634
megahit_1270364_1-321	LIPO(Sec/SPII)	0.007530	0.000061	0.991517	0.000893	CS pos: 17-18. LFS-CT. Pr: 0.9921
megahit_1270523_2-748	OTHER	0.015705	0.002488	0.004464	0.977343	
megahit_1270922_2-310	OTHER	0.010975	0.001674	0.001562	0.985789	
megahit_1271491_2-304	OTHER	0.005462	0.003923	0.001246	0.989368	
megahit_1271821_319-1827	LIPO(Sec/SPII)	0.100875	0.000126	0.898804	0.000195	CS pos: 21-22. LLG-CT. Pr: 0.8995
megahit_1271876_2-1327	OTHER	0.012026	0.020959	0.001100	0.965915	
megahit_1271876_1375-1752	OTHER	0.004468	0.003348	0.000391	0.991794	
megahit_1271876_1832-3157	OTHER	0.012026	0.020959	0.001100	0.965915	
megahit_1272000_2-385	OTHER	0.006412	0.000780	0.002368	0.990441	
megahit_1272345_179-718	OTHER	0.005589	0.002650	0.000733	0.991028	
megahit_1272351_216-1118	OTHER	0.109172	0.060926	0.006469	0.823433	
megahit_1272769_1-1116	LIPO(Sec/SPII)	0.005736	0.003321	0.988747	0.002195	CS pos: 31-32. LVG-CG. Pr: 0.9882
megahit_1273145_2-250	OTHER	0.007186	0.000612	0.000486	0.991716	
megahit_1273347_76-342	OTHER	0.003170	0.000828	0.000690	0.995312	
megahit_1273529_62-772	OTHER	0.005732	0.001499	0.001260	0.991510	
megahit_1273774_367-636	OTHER	0.004131	0.000816	0.000451	0.994602	
megahit_1273816_3-509	OTHER	0.014234	0.014469	0.000646	0.970650	
megahit_1273826_1-480	SP(Sec/SPI)	0.987109	0.002633	0.009233	0.001026	CS pos: 23-24. ASA-QF. Pr: 0.9288
megahit_1273826_697-2289	SP(Sec/SPI)	0.997638	0.000167	0.001995	0.000200	CS pos: 20-21. TFA-QD. Pr: 0.9910
megahit_1273827_32-1624	SP(Sec/SPI)	0.997638	0.000167	0.001995	0.000200	CS pos: 20-21. TFA-QD. Pr: 0.9910
megahit_1273954_1-666	OTHER	0.061722	0.016553	0.005416	0.916309	
megahit_1274195_26-484	OTHER	0.004907	0.000469	0.000861	0.993764	
megahit_1274795_2238-2657	OTHER	0.016782	0.000573	0.002243	0.980401	
megahit_1275191_2-727	OTHER	0.009882	0.001249	0.002591	0.986278	
megahit_1275504_3-965	LIPO(Sec/SPII)	0.002184	0.000626	0.996170	0.001020	CS pos: 25-26. LAA-CS. Pr: 0.9905
megahit_1275536_3-959	OTHER	0.008621	0.001786	0.012896	0.976697	
megahit_1275960_1-1122	OTHER	0.023028	0.002499	0.008341	0.966133	
megahit_1276764_324-2489	LIPO(Sec/SPII)	0.018950	0.000279	0.977748	0.003023	CS pos: 23-24. LTA-CQ. Pr: 0.9720
megahit_1276782_1-885	SP(Sec/SPI)	0.444331	0.001923	0.292534	0.261212	CS pos: 34-35. GNA-QG. Pr: 0.2627
megahit_1276932_1-867	OTHER	0.002238	0.000213	0.002634	0.994915	
megahit_1277497_25-984	SP(Sec/SPI)	0.997914	0.001021	0.000637	0.000428	CS pos: 24-25. SFA-AD. Pr: 0.9898
megahit_1277569_96-731	OTHER	0.003124	0.001593	0.005585	0.989699	
megahit_1277618_672-1661	SP(Sec/SPI)	0.624103	0.000384	0.329058	0.046455	CS pos: 20-21. LKG-QE. Pr: 0.4476
megahit_1278328_276-1853	OTHER	0.013673	0.000385	0.001326	0.984617	
megahit_1278461_49-1884	SP(Sec/SPI)	0.539960	0.011018	0.194293	0.254728	CS pos: 19-20. TLP-AP. Pr: 0.2666
megahit_1278470_3-554	OTHER	0.118962	0.001039	0.008825	0.871175	
megahit_1278741_2-751	OTHER	0.024655	0.051140	0.006934	0.917271	
megahit_1279848_2-853	SP(Sec/SPI)	0.946567	0.000856	0.037252	0.015325	CS pos: 20-21. ANA-IT. Pr: 0.8414
megahit_1280058_370-804	OTHER	0.012046	0.002451	0.006535	0.978968	
megahit_1280058_944-1348	OTHER	0.009030	0.004147	0.001051	0.985772	
megahit_1280365_3-1271	OTHER	0.057050	0.334215	0.029309	0.579426	
megahit_1280693_3-830	OTHER	0.015114	0.013343	0.001435	0.970108	
megahit_1280745_2-331	OTHER	0.008006	0.001750	0.001547	0.988697	
megahit_1281462_899-2560	OTHER	0.064622	0.001115	0.010365	0.923898	
megahit_1281480_224-493	OTHER	0.004977	0.007660	0.001317	0.986046	
megahit_1282681_101-802	OTHER	0.004033	0.001636	0.000614	0.993718	
megahit_1282681_745-1749	OTHER	0.162046	0.001077	0.019117	0.817761	
megahit_1282761_1-537	OTHER	0.004298	0.001866	0.000614	0.993223	
megahit_1283715_259-1329	OTHER	0.001033	0.000114	0.000976	0.997877	
megahit_1283840_73-1428	LIPO(Sec/SPII)	0.015836	0.005720	0.977101	0.001342	CS pos: 28-29. LSA-CN. Pr: 0.9732
megahit_1284032_3-323	OTHER	0.001146	0.000789	0.000390	0.997675	
megahit_1284705_2-574	OTHER	0.102319	0.014862	0.033220	0.849598	
megahit_1285368_224-1837	SP(Sec/SPI)	0.993263	0.000483	0.005537	0.000717	CS pos: 22-23. AQA-HT. Pr: 0.9591
